Pos	P(stop)	P(match)	P(mismatch)	P(ins)]	P(del)
11753	0.996118	0.825451	0.051591	0.014617	0.108340
11754	0.996131	0.821398	0.055220	0.017256	0.106126
11755	0.996134	0.829016	0.054404	0.012090	0.104491
11756	0.996141	0.837370	0.046713	0.012976	0.102941
11757	0.996151	0.830009	0.048569	0.016479	0.104944
11758	0.996158	0.824500	0.058210	0.014770	0.102520
11759	0.996164	0.828547	0.058312	0.012185	0.100957
11760	0.996168	0.826655	0.053136	0.013066	0.107143
11761	0.996168	0.837108	0.046167	0.010453	0.106272
11762	0.996168	0.829268	0.053136	0.013066	0.104530
11763	0.996168	0.824913	0.056620	0.013066	0.105401
11764	0.996174	0.838569	0.039267	0.015707	0.106457
11765	0.996178	0.821834	0.058515	0.015721	0.103930
11766	0.996181	0.817308	0.067308	0.010490	0.104895
11767	0.996188	0.823993	0.063923	0.010508	0.101576
11768	0.996198	0.816506	0.068481	0.007902	0.107112
11769	0.996201	0.826889	0.057118	0.008787	0.107206
11770	0.996204	0.817942	0.067722	0.008795	0.105541
11771	0.996221	0.834806	0.046820	0.009717	0.108657
11772	0.996221	0.830389	0.048587	0.011484	0.109541
11773	0.996221	0.832155	0.050353	0.009717	0.107774
11774	0.996231	0.829052	0.057573	0.008857	0.104517
11775	0.996231	0.817538	0.067316	0.008857	0.106289
11776	0.996238	0.832298	0.049689	0.009760	0.108252
11777	0.996244	0.840000	0.045333	0.008000	0.106667
11778	0.996251	0.837044	0.046305	0.009795	0.106857
11779	0.996254	0.843137	0.046346	0.008021	0.102496
11780	0.996261	0.834821	0.048214	0.011607	0.105357
11781	0.996261	0.837500	0.049107	0.011607	0.101786
11782	0.996261	0.824107	0.059821	0.013393	0.102679
11783	0.996264	0.829312	0.057194	0.011618	0.101877
11784	0.996264	0.831099	0.052726	0.009830	0.106345
11785	0.996268	0.838104	0.056351	0.008050	0.097496
11786	0.996268	0.826476	0.067979	0.007156	0.098390
11787	0.996271	0.832587	0.058192	0.006267	0.102954
11788	0.996274	0.831541	0.056452	0.008961	0.103047
11789	0.996274	0.832437	0.054659	0.008065	0.104839
11790	0.996274	0.827957	0.056452	0.011649	0.103943
11791	0.996278	0.837668	0.051121	0.008969	0.102242
11792	0.996281	0.823160	0.061041	0.007181	0.108618
11793	0.996284	0.825696	0.055705	0.010782	0.107817
11794	0.996284	0.832884	0.053908	0.011680	0.101527
11795	0.996288	0.828237	0.053058	0.015288	0.103417
11796	0.996294	0.830631	0.057658	0.009009	0.102703
11797	0.996294	0.811712	0.068468	0.015315	0.104505
11798	0.996301	0.805957	0.069495	0.017148	0.107401
11799	0.996311	0.821719	0.055204	0.017195	0.105882
11800	0.996318	0.817770	0.054397	0.018132	0.109701
11801	0.996318	0.821396	0.054397	0.014506	0.109701
11802	0.996324	0.826521	0.049046	0.013624	0.110808
11803	0.996328	0.810000	0.064545	0.013636	0.111818
11804	0.996338	0.826800	0.049225	0.016408	0.107566
11805	0.996345	0.813699	0.061187	0.017352	0.107763
11806	0.996355	0.811355	0.059524	0.016484	0.112637
11807	0.996358	0.829514	0.043996	0.017415	0.109074
11808	0.996365	0.829201	0.046832	0.016529	0.107438
11809	0.996375	0.831492	0.051565	0.013812	0.103131
11810	0.996381	0.828413	0.056273	0.011993	0.103321
11811	0.996388	0.812384	0.072089	0.012939	0.102588
11812	0.996395	0.816667	0.065741	0.013889	0.103704
11813	0.996398	0.826691	0.056534	0.013902	0.102873
11814	0.996401	0.826531	0.055659	0.013915	0.103896
11815	0.996405	0.825441	0.055710	0.013928	0.104921
11816	0.996408	0.844796	0.038104	0.014870	0.102230
11817	0.996415	0.824022	0.055866	0.016760	0.103352
11818	0.996415	0.832402	0.050279	0.013035	0.104283
11819	0.996415	0.826816	0.058659	0.010242	0.104283
11820	0.996418	0.835042	0.053122	0.006524	0.105312
11821	0.996425	0.833800	0.053221	0.008403	0.104575
11822	0.996431	0.843779	0.045837	0.005613	0.104771
11823	0.996438	0.841612	0.049672	0.005623	0.103093
11824	0.996445	0.836620	0.052582	0.005634	0.105164
11825	0.996451	0.822201	0.062088	0.007526	0.108184
11826	0.996455	0.827684	0.061205	0.007533	0.103578
11827	0.996461	0.832075	0.058491	0.006604	0.102830
11828	0.996465	0.828140	0.053824	0.010387	0.107649
11829	0.996475	0.836174	0.049242	0.007576	0.107008
11830	0.996475	0.838068	0.043561	0.006629	0.111742
11831	0.996475	0.836174	0.043561	0.006629	0.113636
11832	0.996488	0.830798	0.052281	0.005703	0.111217
11833	0.996491	0.836346	0.046622	0.006660	0.110371
11834	0.996495	0.837143	0.045714	0.006667	0.110476
11835	0.996495	0.828571	0.056190	0.006667	0.108571
11836	0.996508	0.826004	0.058317	0.008604	0.107075
11837	0.996511	0.820096	0.064115	0.008612	0.107177
11838	0.996515	0.829502	0.059387	0.006705	0.104406
11839	0.996518	0.828380	0.057526	0.009588	0.104506
11840	0.996525	0.840538	0.049952	0.007685	0.101825
11841	0.996528	0.828846	0.060577	0.003846	0.106731
11842	0.996535	0.820809	0.064547	0.007707	0.106936
11843	0.996545	0.839614	0.046377	0.008696	0.105314
11844	0.996545	0.833816	0.049275	0.005797	0.111111
11845	0.996545	0.837681	0.047343	0.003865	0.111111
11846	0.996545	0.830918	0.050242	0.005797	0.113043
11847	0.996558	0.824442	0.057226	0.003880	0.114452
11848	0.996558	0.825412	0.056256	0.005820	0.112512
11849	0.996558	0.836081	0.049467	0.003880	0.110572
11850	0.996558	0.840931	0.041707	0.006790	0.110572
11851	0.996562	0.833010	0.049515	0.005825	0.111650
11852	0.996565	0.828960	0.051506	0.007775	0.111759
11853	0.996572	0.825706	0.053554	0.004869	0.115871
11854	0.996572	0.836417	0.050633	0.001947	0.111003
11855	0.996572	0.824732	0.059396	0.003895	0.111977
11856	0.996582	0.817383	0.068359	0.006836	0.107422
11857	0.996592	0.839373	0.047013	0.003918	0.109696
11858	0.996602	0.842829	0.040275	0.004912	0.111984
11859	0.996605	0.825959	0.052114	0.008850	0.113078
11860	0.996612	0.809852	0.066995	0.009852	0.113300
11861	0.996612	0.837438	0.045320	0.008867	0.108374
11862	0.996618	0.835143	0.050346	0.006910	0.107601
11863	0.996625	0.822948	0.060336	0.005935	0.110781
11864	0.996628	0.835644	0.049505	0.004950	0.109901
11865	0.996632	0.818632	0.061447	0.005946	0.113974
11866	0.996635	0.823413	0.057540	0.007937	0.111111
11867	0.996642	0.817097	0.059642	0.005964	0.117296
11868	0.996642	0.836978	0.048708	0.004970	0.109344
11869	0.996642	0.825050	0.057654	0.006958	0.110338
11870	0.996652	0.838485	0.042871	0.004985	0.113659
11871	0.996655	0.836327	0.043912	0.006986	0.112774
11872	0.996658	0.830170	0.048951	0.004995	0.115884
11873	0.996662	0.815000	0.060000	0.006000	0.119000
11874	0.996668	0.827655	0.047094	0.006012	0.119238
11875	0.996678	0.822111	0.055276	0.008040	0.114573
11876	0.996682	0.822938	0.057344	0.007042	0.112676
11877	0.996682	0.826962	0.053320	0.007042	0.112676
11878	0.996682	0.824950	0.057344	0.007042	0.110664
11879	0.996685	0.818731	0.060423	0.009063	0.111782
11880	0.996692	0.829465	0.046418	0.006054	0.118063
11881	0.996695	0.824242	0.063636	0.004040	0.108081
11882	0.996698	0.836198	0.050556	0.005056	0.108190
11883	0.996698	0.821031	0.059656	0.009100	0.110212
11884	0.996712	0.840609	0.039594	0.010152	0.109645
11885	0.996715	0.837398	0.046748	0.005081	0.110772
11886	0.996728	0.836735	0.044898	0.006122	0.112245
11887	0.996735	0.832311	0.052147	0.006135	0.109407
11888	0.996738	0.839304	0.045036	0.003071	0.112590
11889	0.996738	0.835210	0.051177	0.003071	0.110542
11890	0.996742	0.843238	0.045082	0.003074	0.108607
11891	0.996748	0.836756	0.051335	0.004107	0.107803
11892	0.996752	0.815005	0.070915	0.007194	0.106886
11893	0.996755	0.818930	0.059671	0.008230	0.113169
11894	0.996755	0.832305	0.048354	0.006173	0.113169
11895	0.996758	0.835221	0.046344	0.003090	0.115345
11896	0.996768	0.832645	0.053719	0.003099	0.110537
11897	0.996768	0.841942	0.043388	0.006198	0.108471
11898	0.996772	0.835574	0.049638	0.005171	0.109617
11899	0.996772	0.834540	0.049638	0.004137	0.111686
11900	0.996775	0.834369	0.049689	0.005176	0.110766
11901	0.996775	0.839545	0.041408	0.008282	0.110766
11902	0.996782	0.827801	0.054979	0.005187	0.112033
11903	0.996792	0.830385	0.053070	0.006243	0.110302
11904	0.996792	0.816857	0.063476	0.008325	0.111342
11905	0.996792	0.825182	0.057232	0.004162	0.113424
11906	0.996805	0.824451	0.053292	0.008359	0.113898
11907	0.996809	0.834728	0.040795	0.008368	0.116109
11908	0.996812	0.824084	0.054450	0.007330	0.114136
11909	0.996812	0.831414	0.055497	0.004188	0.108901
11910	0.996822	0.832983	0.050420	0.005252	0.111345
11911	0.996822	0.824580	0.055672	0.003151	0.116597
11912	0.996822	0.830882	0.049370	0.005252	0.114496
11913	0.996822	0.825630	0.054622	0.004202	0.115546
11914	0.996825	0.821241	0.059937	0.007361	0.111462
11915	0.996835	0.830169	0.049578	0.006329	0.113924
11916	0.996849	0.830508	0.052966	0.006356	0.110169
11917	0.996852	0.827147	0.058324	0.004242	0.110286
11918	0.996859	0.845909	0.040383	0.003188	0.110521
11919	0.996862	0.822340	0.059574	0.004255	0.113830
11920	0.996862	0.819149	0.061702	0.007447	0.111702
11921	0.996862	0.832979	0.046809	0.007447	0.112766
11922	0.996865	0.832801	0.047923	0.007455	0.111821
11923	0.996872	0.827108	0.053362	0.007471	0.112060
11924	0.996872	0.837780	0.046958	0.006403	0.108858
11925	0.996882	0.843683	0.037473	0.008565	0.110278
11926	0.996895	0.841935	0.038710	0.007527	0.111828
11927	0.996899	0.835307	0.043057	0.010764	0.110872
11928	0.996912	0.832432	0.043243	0.009730	0.114595
11929	0.996919	0.826652	0.058505	0.008667	0.106176
11930	0.996929	0.838043	0.046739	0.009783	0.105435
11931	0.996939	0.828790	0.057797	0.006543	0.106870
11932	0.996939	0.824427	0.061069	0.008724	0.105780
11933	0.996942	0.831878	0.051310	0.009825	0.106987
11934	0.996949	0.838074	0.049234	0.007659	0.105033
11935	0.996949	0.819475	0.065646	0.008753	0.106127
11936	0.996949	0.818381	0.062363	0.012035	0.107221
11937	0.996952	0.823658	0.060241	0.008762	0.107338
11938	0.996955	0.846491	0.040570	0.006579	0.106360
11939	0.996962	0.827473	0.057143	0.010989	0.104396
11940	0.996962	0.843956	0.036264	0.010989	0.108791
11941	0.996969	0.809471	0.072687	0.011013	0.106828
11942	0.996975	0.826711	0.058499	0.009934	0.104857
11943	0.996975	0.824503	0.055188	0.012141	0.108168
11944	0.996975	0.837748	0.043046	0.011038	0.108168
11945	0.996985	0.832780	0.047619	0.008859	0.110742
11946	0.996989	0.829268	0.047672	0.013304	0.109756
11947	0.996989	0.817073	0.058758	0.013304	0.110865
11948	0.996995	0.837778	0.042222	0.010000	0.110000
11949	0.996999	0.814238	0.057842	0.018910	0.109010
11950	0.997009	0.828125	0.054688	0.010045	0.107143
11951	0.997016	0.824385	0.052573	0.012304	0.110738
11952	0.997032	0.836895	0.043870	0.010124	0.109111
11953	0.997032	0.833521	0.047244	0.008999	0.110236
11954	0.997036	0.834459	0.046171	0.010135	0.109234
11955	0.997036	0.832207	0.048423	0.010135	0.109234
11956	0.997042	0.838600	0.046275	0.004515	0.110609
11957	0.997049	0.831448	0.052036	0.006787	0.109729
11958	0.997056	0.829932	0.057823	0.006803	0.105442
11959	0.997056	0.834467	0.052154	0.009070	0.104308
11960	0.997059	0.837684	0.051078	0.005675	0.105562
11961	0.997059	0.843360	0.046538	0.005675	0.104427
11962	0.997066	0.843003	0.047782	0.006826	0.102389
11963	0.997066	0.837315	0.054608	0.004551	0.103527
11964	0.997066	0.855518	0.038680	0.005688	0.100114
11965	0.997066	0.853242	0.037543	0.006826	0.102389
11966	0.997066	0.827076	0.061433	0.009101	0.102389
11967	0.997069	0.843964	0.046697	0.007973	0.101367
11968	0.997069	0.838269	0.054670	0.006834	0.100228
11969	0.997072	0.825542	0.066135	0.006842	0.101482
11970	0.997072	0.843786	0.045610	0.009122	0.101482
11971	0.997076	0.841324	0.043379	0.015982	0.099315
11972	0.997076	0.831050	0.058219	0.012557	0.098174
11973	0.997076	0.842466	0.052511	0.010274	0.094749
11974	0.997076	0.844749	0.050228	0.007991	0.097032
11975	0.997086	0.839633	0.054983	0.008018	0.097365
11976	0.997086	0.841924	0.049255	0.010309	0.098511
11977	0.997086	0.828179	0.057274	0.011455	0.103093
11978	0.997096	0.842529	0.047126	0.009195	0.101149
11979	0.997099	0.833142	0.055236	0.008055	0.103567
11980	0.997102	0.838710	0.048387	0.009217	0.103687
11981	0.997102	0.847926	0.043779	0.006912	0.101382
11982	0.997106	0.837370	0.054210	0.004614	0.103806
11983	0.997106	0.830450	0.059977	0.008074	0.101499
11984	0.997106	0.839677	0.049596	0.008074	0.102653
11985	0.997109	0.846420	0.040416	0.008083	0.105081
11986	0.997116	0.851852	0.042824	0.006944	0.098380
11987	0.997119	0.840093	0.050985	0.012746	0.096176
11988	0.997122	0.832947	0.048724	0.015081	0.103248
11989	0.997126	0.845528	0.040650	0.012776	0.101045
11990	0.997129	0.853488	0.030233	0.015116	0.101163
11991	0.997132	0.846333	0.044237	0.008149	0.101281
11992	0.997132	0.824214	0.055879	0.011641	0.108265
11993	0.997132	0.824214	0.062864	0.005821	0.107101
11994	0.997139	0.842474	0.047841	0.004667	0.105018
11995	0.997146	0.836257	0.053801	0.008187	0.101754
11996	0.997152	0.841735	0.042204	0.009379	0.106682
11997	0.997159	0.830787	0.050529	0.011751	0.106933
11998	0.997159	0.834313	0.051704	0.011751	0.102233
11999	0.997166	0.848057	0.041225	0.009423	0.101296
12000	0.997172	0.848878	0.042503	0.010626	0.097993
12001	0.997176	0.845154	0.043735	0.009456	0.101655
12002	0.997176	0.829787	0.060284	0.008274	0.101655
12003	0.997186	0.846975	0.046263	0.009490	0.097272
12004	0.997186	0.845789	0.048636	0.009490	0.096085
12005	0.997192	0.854935	0.039239	0.010702	0.095125
12006	0.997196	0.841667	0.058333	0.004762	0.095238
12007	0.997202	0.850835	0.047733	0.007160	0.094272
12008	0.997209	0.837321	0.059809	0.007177	0.095694
12009	0.997212	0.839521	0.056287	0.005988	0.098204
12010	0.997223	0.828125	0.063702	0.008413	0.099760
12011	0.997233	0.831122	0.055489	0.012063	0.101327
12012	0.997233	0.821472	0.065139	0.010856	0.102533
12013	0.997233	0.839566	0.049457	0.008444	0.102533
12014	0.997239	0.837969	0.045949	0.012092	0.103990
12015	0.997239	0.836759	0.049577	0.010883	0.102781
12016	0.997239	0.837969	0.049577	0.010883	0.101572
12017	0.997246	0.838788	0.047273	0.010909	0.103030
12018	0.997253	0.851762	0.038882	0.009721	0.099635
12019	0.997256	0.836983	0.046229	0.012165	0.104623
12020	0.997259	0.845311	0.041413	0.012180	0.101096
12021	0.997259	0.836784	0.052375	0.007308	0.103532
12022	0.997266	0.842491	0.039072	0.012210	0.106227
12023	0.997266	0.827839	0.054945	0.009768	0.107448
12024	0.997269	0.817848	0.057457	0.014670	0.110024
12025	0.997276	0.835784	0.052696	0.004902	0.106618
12026	0.997276	0.832108	0.055147	0.008578	0.104167
12027	0.997286	0.830258	0.059041	0.008610	0.102091
12028	0.997286	0.831488	0.057811	0.011070	0.099631
12029	0.997286	0.835178	0.051661	0.009840	0.103321
12030	0.997286	0.840098	0.046740	0.012300	0.100861
12031	0.997286	0.820418	0.065191	0.012300	0.102091
12032	0.997296	0.850617	0.032099	0.014815	0.102469
12033	0.997306	0.826518	0.057001	0.012392	0.104089
12034	0.997309	0.834988	0.044665	0.014888	0.105459
12035	0.997309	0.834988	0.042184	0.017370	0.105459
12036	0.997309	0.834988	0.050868	0.009926	0.104218
12037	0.997309	0.841191	0.042184	0.011166	0.105459
12038	0.997309	0.833747	0.053350	0.013648	0.099256
12039	0.997316	0.843284	0.041045	0.016169	0.099502
12040	0.997323	0.839152	0.046135	0.011222	0.103491
12041	0.997329	0.837500	0.045000	0.011250	0.106250
12042	0.997333	0.837297	0.050063	0.012516	0.100125
12043	0.997336	0.840852	0.040100	0.013784	0.105263
12044	0.997336	0.835840	0.046366	0.015038	0.102757
12045	0.997346	0.823899	0.059119	0.016352	0.100629
12046	0.997349	0.827456	0.049118	0.021411	0.102015
12047	0.997353	0.844893	0.037831	0.016393	0.100883
12048	0.997353	0.825977	0.058008	0.017654	0.098361
12049	0.997359	0.824273	0.056890	0.017699	0.101138
12050	0.997366	0.832700	0.051965	0.016477	0.098859
12051	0.997366	0.832700	0.044360	0.022814	0.100127
12052	0.997369	0.817259	0.055838	0.026650	0.100254
12053	0.997373	0.824651	0.054638	0.021601	0.099111
12054	0.997373	0.836086	0.050826	0.016518	0.096569
12055	0.997373	0.833545	0.057179	0.012706	0.096569
12056	0.997373	0.838628	0.047014	0.013977	0.100381
12057	0.997376	0.830789	0.053435	0.012723	0.103053
12058	0.997376	0.825700	0.059796	0.016539	0.097964
12059	0.997376	0.829517	0.054707	0.019084	0.096692
12060	0.997379	0.850955	0.040764	0.014013	0.094268
12061	0.997379	0.847134	0.047134	0.016561	0.089172
12062	0.997383	0.840561	0.052296	0.016582	0.090561
12063	0.997383	0.850765	0.049745	0.010204	0.089286
12064	0.997383	0.852041	0.045918	0.010204	0.091837
12065	0.997383	0.849490	0.039541	0.008929	0.102041
12066	0.997383	0.838010	0.051020	0.011480	0.099490
12067	0.997386	0.831418	0.057471	0.019157	0.091954
12068	0.997389	0.850384	0.043478	0.011509	0.094629
12069	0.997396	0.838462	0.057692	0.012821	0.091026
12070	0.997399	0.833119	0.066752	0.007702	0.092426
12071	0.997399	0.836970	0.057766	0.011553	0.093710
12072	0.997399	0.845956	0.050064	0.011553	0.092426
12073	0.997403	0.848329	0.050129	0.008997	0.092545
12074	0.997403	0.850900	0.051414	0.008997	0.088689
12075	0.997403	0.856041	0.046272	0.008997	0.088689
12076	0.997403	0.848329	0.047558	0.014139	0.089974
12077	0.997409	0.837629	0.065722	0.009021	0.087629
12078	0.997409	0.849227	0.051546	0.011598	0.087629
12079	0.997413	0.852903	0.050323	0.012903	0.083871
12080	0.997413	0.859355	0.037419	0.011613	0.091613
12081	0.997413	0.847742	0.050323	0.011613	0.090323
12082	0.997419	0.839586	0.059508	0.010349	0.090556
12083	0.997423	0.847150	0.051813	0.011658	0.089378
12084	0.997423	0.848446	0.051813	0.011658	0.088083
12085	0.997423	0.840674	0.051813	0.015544	0.091969
12086	0.997426	0.843061	0.047990	0.016861	0.092088
12087	0.997426	0.837873	0.051881	0.019455	0.090791
12088	0.997426	0.846952	0.045396	0.019455	0.088197
12089	0.997426	0.837873	0.053178	0.018158	0.090791
12090	0.997426	0.846952	0.044099	0.015564	0.093385
12091	0.997426	0.846952	0.040208	0.016861	0.095979
12092	0.997426	0.831388	0.059663	0.014267	0.094682
12093	0.997433	0.829649	0.062419	0.014304	0.093628
12094	0.997436	0.839844	0.050781	0.013021	0.096354
12095	0.997439	0.842243	0.058670	0.006519	0.092568
12096	0.997450	0.839005	0.053665	0.007853	0.099476
12097	0.997460	0.858081	0.039422	0.007884	0.094612
12098	0.997463	0.843421	0.051316	0.010526	0.094737
12099	0.997470	0.856201	0.040897	0.009235	0.093668
12100	0.997470	0.843008	0.052770	0.010554	0.093668
12101	0.997476	0.845238	0.051587	0.009259	0.093915
12102	0.997480	0.838411	0.060927	0.006623	0.094040
12103	0.997483	0.859416	0.043767	0.002653	0.094164
12104	0.997483	0.854111	0.053050	0.002653	0.090186
12105	0.997486	0.852590	0.047809	0.006640	0.092961
12106	0.997493	0.853529	0.046605	0.007989	0.091877
12107	0.997493	0.844208	0.051931	0.009321	0.094541
12108	0.997496	0.838667	0.060000	0.009333	0.092000
12109	0.997506	0.847390	0.048193	0.012048	0.092369
12110	0.997510	0.833780	0.064343	0.006702	0.095174
12111	0.997516	0.856183	0.047043	0.005376	0.091398
12112	0.997520	0.850606	0.051144	0.006729	0.091521
12113	0.997520	0.860027	0.044415	0.006729	0.088829
12114	0.997523	0.836927	0.063342	0.012129	0.087601
12115	0.997523	0.861186	0.039084	0.008086	0.091644
12116	0.997526	0.862348	0.045884	0.008097	0.083671
12117	0.997530	0.855405	0.048649	0.006757	0.089189
12118	0.997530	0.860811	0.041892	0.008108	0.089189
12119	0.997536	0.841463	0.059621	0.009485	0.089431
12120	0.997536	0.833333	0.070461	0.008130	0.088076
12121	0.997540	0.843962	0.052917	0.009498	0.093623
12122	0.997540	0.854817	0.048847	0.004071	0.092266
12123	0.997543	0.864130	0.042120	0.002717	0.091033
12124	0.997543	0.839674	0.062500	0.004076	0.093750
12125	0.997546	0.850340	0.047619	0.005442	0.096599
12126	0.997550	0.850136	0.053134	0.004087	0.092643
12127	0.997553	0.837653	0.058663	0.008186	0.095498
12128	0.997556	0.855191	0.038251	0.012295	0.094262
12129	0.997556	0.846995	0.049180	0.008197	0.095628
12130	0.997560	0.841313	0.058824	0.006840	0.093023
12131	0.997570	0.837912	0.057692	0.005495	0.098901
12132	0.997570	0.846154	0.060440	0.002747	0.090659
12133	0.997580	0.860690	0.042759	0.002759	0.093793
12134	0.997580	0.856552	0.052414	0.001379	0.089655
12135	0.997583	0.849448	0.058011	0.002762	0.089779
12136	0.997586	0.853389	0.049793	0.004149	0.092669
12137	0.997586	0.850622	0.053942	0.002766	0.092669
12138	0.997590	0.849030	0.060942	0.002770	0.087258
12139	0.997590	0.858726	0.045706	0.005540	0.090028
12140	0.997596	0.845833	0.059722	0.002778	0.091667
12141	0.997596	0.845833	0.047222	0.009722	0.097222
12142	0.997603	0.848189	0.052925	0.004178	0.094708
12143	0.997603	0.862117	0.033426	0.005571	0.098886
12144	0.997606	0.835425	0.058577	0.009763	0.096234
12145	0.997620	0.865358	0.030856	0.002805	0.100982
12146	0.997623	0.848315	0.049157	0.004213	0.098315
12147	0.997623	0.842697	0.049157	0.007022	0.101124
12148	0.997626	0.839662	0.046414	0.009845	0.104079
12149	0.997630	0.847887	0.049296	0.007042	0.095775
12150	0.997633	0.861777	0.032440	0.009873	0.095910
12151	0.997636	0.836158	0.067797	0.002825	0.093220
12152	0.997636	0.841808	0.055085	0.007062	0.096045
12153	0.997646	0.849645	0.048227	0.001418	0.100709
12154	0.997646	0.855319	0.041135	0.004255	0.099291
12155	0.997646	0.831206	0.062411	0.004255	0.102128
12156	0.997653	0.859175	0.038407	0.005690	0.096728
12157	0.997653	0.846373	0.052632	0.005690	0.095306
12158	0.997653	0.837838	0.056899	0.005690	0.099573
12159	0.997653	0.852063	0.042674	0.007112	0.098151
12160	0.997660	0.855920	0.041369	0.004280	0.098431
12161	0.997666	0.852647	0.038627	0.004292	0.104435
12162	0.997666	0.841202	0.050072	0.005722	0.103004
12163	0.997666	0.834049	0.055794	0.004292	0.105866
12164	0.997666	0.834049	0.062947	0.001431	0.101574
12165	0.997666	0.842632	0.048641	0.001431	0.107296
12166	0.997666	0.861230	0.037196	0.001431	0.100143
12167	0.997673	0.836442	0.058824	0.001435	0.103300
12168	0.997673	0.862267	0.043042	0.001435	0.093257
12169	0.997673	0.866571	0.038737	0.000000	0.094692
12170	0.997677	0.850575	0.053161	0.004310	0.091954
12171	0.997683	0.864553	0.036023	0.002882	0.096542
12172	0.997697	0.836232	0.060870	0.005797	0.097101
12173	0.997707	0.852984	0.046579	0.002911	0.097525
12174	0.997713	0.848175	0.051095	0.001460	0.099270
12175	0.997720	0.838946	0.057101	0.005857	0.098097
12176	0.997727	0.850220	0.044053	0.007342	0.098385
12177	0.997727	0.861968	0.036711	0.004405	0.096916
12178	0.997730	0.861765	0.041176	0.002941	0.094118
12179	0.997733	0.835052	0.063328	0.004418	0.097202
12180	0.997733	0.849779	0.047128	0.005891	0.097202
12181	0.997733	0.827688	0.060383	0.013255	0.098675
12182	0.997740	0.849335	0.045790	0.005908	0.098966
12183	0.997743	0.846154	0.048817	0.008876	0.096154
12184	0.997750	0.863501	0.034125	0.004451	0.097923
12185	0.997750	0.832344	0.060831	0.005935	0.100890
12186	0.997750	0.850148	0.047478	0.004451	0.097923
12187	0.997757	0.845238	0.055060	0.002976	0.096726
12188	0.997757	0.852679	0.047619	0.002976	0.096726
12189	0.997763	0.841791	0.056716	0.002985	0.098507
12190	0.997767	0.852018	0.046338	0.001495	0.100149
12191	0.997770	0.841317	0.055389	0.002994	0.100299
12192	0.997773	0.848576	0.052474	0.002999	0.095952
12193	0.997777	0.858859	0.040541	0.003003	0.097598
12194	0.997777	0.854354	0.039039	0.004505	0.102102
12195	0.997780	0.827068	0.063158	0.006015	0.103759
12196	0.997780	0.842105	0.048120	0.007519	0.102256
12197	0.997780	0.840602	0.048120	0.009023	0.102256
12198	0.997790	0.829305	0.058912	0.007553	0.104230
12199	0.997797	0.830303	0.060606	0.004545	0.104545
12200	0.997797	0.834848	0.053030	0.003030	0.109091
12201	0.997797	0.848485	0.045455	0.001515	0.104545
12202	0.997797	0.839394	0.051515	0.007576	0.101515
12203	0.997797	0.839394	0.051515	0.006061	0.103030
12204	0.997797	0.839394	0.046970	0.010606	0.103030
12205	0.997797	0.862121	0.030303	0.007576	0.100000
12206	0.997800	0.840668	0.051593	0.007587	0.100152
12207	0.997800	0.825493	0.057663	0.007587	0.109256
12208	0.997800	0.825493	0.054628	0.009105	0.110774
12209	0.997800	0.840668	0.053111	0.003035	0.103187
12210	0.997803	0.823708	0.066869	0.004559	0.104863
12211	0.997807	0.820396	0.068493	0.006088	0.105023
12212	0.997810	0.836890	0.056402	0.004573	0.102134
12213	0.997817	0.837920	0.056575	0.006116	0.099388
12214	0.997817	0.844037	0.050459	0.001529	0.103976
12215	0.997817	0.859327	0.030581	0.003058	0.107034
12216	0.997820	0.833078	0.055130	0.004594	0.107198
12217	0.997823	0.846626	0.041411	0.004601	0.107362
12218	0.997823	0.851227	0.041411	0.004601	0.102761
12219	0.997833	0.848998	0.043143	0.006163	0.101695
12220	0.997837	0.842593	0.050926	0.004630	0.101852
12221	0.997840	0.842349	0.049459	0.004637	0.103555
12222	0.997840	0.836167	0.055641	0.004637	0.103555
12223	0.997840	0.846986	0.052550	0.001546	0.098918
12224	0.997840	0.840804	0.057187	0.003091	0.098918
12225	0.997840	0.842349	0.055641	0.004637	0.097372
12226	0.997840	0.837713	0.052550	0.010819	0.098918
12227	0.997840	0.834621	0.060278	0.007728	0.097372
12228	0.997847	0.835659	0.055814	0.012403	0.096124
12229	0.997857	0.825545	0.063863	0.009346	0.101246
12230	0.997857	0.828660	0.063863	0.004673	0.102804
12231	0.997857	0.847352	0.040498	0.007788	0.104361
12232	0.997857	0.828660	0.059190	0.010903	0.101246
12233	0.997860	0.828393	0.060842	0.007800	0.102964
12234	0.997860	0.843994	0.043682	0.006240	0.106084
12235	0.997863	0.853125	0.040625	0.001563	0.104688
12236	0.997867	0.834116	0.054773	0.007825	0.103286
12237	0.997870	0.836991	0.051724	0.007837	0.103448
12238	0.997870	0.829154	0.062696	0.003135	0.105016
12239	0.997870	0.846395	0.042320	0.001567	0.109718
12240	0.997877	0.831761	0.061321	0.001572	0.105346
12241	0.997877	0.839623	0.051887	0.007862	0.100629
12242	0.997877	0.823899	0.064465	0.007862	0.103774
12243	0.997880	0.836220	0.053543	0.004724	0.105512
12244	0.997880	0.840945	0.048819	0.004724	0.105512
12245	0.997883	0.850158	0.045741	0.004732	0.099369
12246	0.997883	0.848580	0.041009	0.009464	0.100946
12247	0.997887	0.826224	0.060032	0.014218	0.099526
12248	0.997890	0.840190	0.049051	0.011076	0.099684
12249	0.997894	0.849445	0.044374	0.007924	0.098257
12250	0.997894	0.824089	0.063391	0.006339	0.106181
